agent_id,scenario,benefit,cost,efficiency,pressure_sensitivity,initial_type
25,rapid_growth,1.8088901796326637,2.040035484561698,0.9518867548219592,0.4040677445088565,conditional_contributor
26,rapid_growth,0.5178441295170998,0.5579606753878872,1.0513582974220506,0.44548475563628254,active_contributor
27,rapid_growth,1.0332361779386046,0.936407481485495,1.1144509713808404,0.10249677230164211,conditional_contributor
28,rapid_growth,1.460173303341918,0.3527739172433044,0.8058923492651168,0.47751792619808364,conditional_contributor
29,rapid_growth,1.1902664451752711,2.771034647489385,0.7639191956880197,0.19695086248642105,active_contributor
30,rapid_growth,1.2913465554075458,1.0044292960575738,0.9571678832638397,0.20036691735274278,passive_user
31,rapid_growth,3.1544654575682993,1.0525759480926808,1.059299014399039,0.2332685195684463,passive_user
32,rapid_growth,3.966962348298939,0.5571225009198626,1.1420523045768165,0.2778407517227507,passive_user
33,rapid_growth,1.0348470782542964,1.2929417304678361,1.091771869667661,0.463283046263141,active_contributor
34,rapid_growth,1.128546810627782,0.9504253962976204,0.9594644499574891,0.49317411293584923,passive_user
0,critical_infrastructure,0.8796137360974456,0.577698155696013,0.7981554642764059,0.35205896673194925,active_contributor
1,critical_infrastructure,1.933406225449187,0.2561220321063682,0.7332134627345275,0.5327916242873,passive_user
2,critical_infrastructure,5.903778197890161,1.3451540042428465,0.8941557578031986,0.42082950951574927,active_contributor
3,critical_infrastructure,1.333023471561883,2.7642599962739878,0.785611501972639,0.31112967710978345,passive_user
4,critical_infrastructure,1.0785861434050847,2.0435105899981716,0.7982102692648017,0.24120957714130475,conditional_contributor
5,critical_infrastructure,0.7847263627631675,1.614362348155919,1.1279705749589692,0.4756573295545239,active_contributor
6,critical_infrastructure,3.322680697857463,0.6207860522172473,0.6831434403398662,0.3791740509030399,active_contributor
7,critical_infrastructure,1.129234648109866,0.7058016973170164,0.771336113758139,0.36517710113301394,conditional_contributor
8,critical_infrastructure,1.540645852643407,1.556658376469394,0.7873088153643371,0.2882887884818006,active_contributor
9,critical_infrastructure,0.412641406581097,0.7628938870790314,1.1233281709684508,0.39900056499171543,passive_user
10,critical_infrastructure,1.116505331337151,0.14350587101296686,0.6732322939021348,0.4294621898977773,passive_user
11,critical_infrastructure,1.9370818558995098,2.9921754231115094,1.1914169925164926,0.16440234297086387,passive_user
12,critical_infrastructure,1.138982744534248,1.850899386221194,0.9716226708971449,0.3610633884786124,passive_user
13,critical_infrastructure,1.5349413857966832,2.047836971277276,0.9296987423103524,0.44251384646986425,conditional_contributor
14,critical_infrastructure,0.62911924041312,1.06692585136333,0.9786299035392954,0.23953667572438683,conditional_contributor
15,critical_infrastructure,1.1528517212435676,1.1774228020064421,1.0701471211432843,0.3929735205984788,conditional_contributor
16,critical_infrastructure,0.9310085495343412,0.6023878802991308,1.1444485749105786,0.4544906882721591,active_contributor
17,critical_infrastructure,0.3961922467581422,2.2744613907112843,0.8495775192521468,0.5215067335727592,conditional_contributor
18,critical_infrastructure,0.7687391399255925,3.0093885722236258,0.6598474601313216,0.44934640807866943,passive_user
19,critical_infrastructure,0.7789857278317271,0.5819667009650095,1.2106697544889724,0.1586226091990975,active_contributor
20,critical_infrastructure,2.6991663111206603,1.9983960033293195,0.8203902478358953,0.17362073102178577,conditional_contributor
21,critical_infrastructure,0.7932132140694658,0.9986056349748399,0.8949452696769603,0.5334182164477872,passive_user
22,critical_infrastructure,2.1650312517900274,1.5251408173108438,0.9818177572050959,0.23986029784017612,active_contributor
23,critical_infrastructure,1.0522874835467793,4.467385870016004,0.6681447876199096,0.5361808357271461,conditional_contributor
24,critical_infrastructure,1.0820071847056683,0.4597730293339693,1.1372685406433813,0.4052886884750435,passive_user
25,critical_infrastructure,1.775697545715639,2.2724031607198047,1.1726045908282008,0.4604405950949778,conditional_contributor
26,critical_infrastructure,2.092252877736851,1.1758515949913555,1.099805313480339,0.1791135061859377,conditional_contributor
27,critical_infrastructure,3.8555826735688097,1.4344211415785335,1.2355539551043562,0.31050381404627325,conditional_contributor
28,critical_infrastructure,0.8091983418234745,0.7247355334831209,1.0256165971609392,0.2554484186329976,passive_user
29,critical_infrastructure,3.7299582440316033,0.6789105509339748,1.073559234304968,0.13033222807411562,conditional_contributor
30,critical_infrastructure,0.8226230102802492,0.430732992945854,1.220157279595551,0.13507327218366721,conditional_contributor
31,critical_infrastructure,1.6195326482246297,0.6933467865542655,1.1308456502553157,0.20715275695392726,conditional_contributor
32,critical_infrastructure,0.7398718808104573,0.21594412543964972,1.1593349075437849,0.44863904220705064,active_contributor
33,critical_infrastructure,1.3303783424713735,0.6295578205188196,0.6859764135366024,0.41424632476076706,conditional_contributor
34,critical_infrastructure,0.8128996681286582,0.8424744466856868,0.7194233791506432,0.5170435963803109,passive_user
0,burnout_prone,0.982373709168404,0.9689762317724745,0.9584428088950556,0.4214953859308098,passive_user
1,burnout_prone,1.1753333501547272,0.727734672825415,0.7478585432351714,0.1324989199478266,conditional_contributor
2,burnout_prone,0.509896140294405,1.1425665048138156,1.0730514434699008,0.4760039862653689,conditional_contributor
3,burnout_prone,0.7045047410505159,5.7406209071124605,1.2472066856258281,0.4421206666555847,conditional_contributor
4,burnout_prone,0.6638503202582856,3.2032659959267464,1.1363191332480171,0.3411463314564175,passive_user
5,burnout_prone,1.684923752757536,1.0828812195656057,1.0160613763409678,0.3640996805503982,conditional_contributor
6,burnout_prone,1.2304544132653854,3.0186609805719535,1.0318793580465222,0.10090697374310384,conditional_contributor
7,burnout_prone,1.1427389968078863,3.8496173624888512,1.1922132427757934,0.44742219038326536,passive_user
8,burnout_prone,1.1188094966340174,3.1698233989131483,0.7138839636992768,0.5254648905326671,conditional_contributor
9,burnout_prone,1.0799749032806367,0.964250851422075,0.6674671550756849,0.25112843368251747,conditional_contributor
10,burnout_prone,2.1572290303590402,4.022628414791747,1.1728689545157827,0.5143130025410528,conditional_contributor
11,burnout_prone,0.3960835817139781,2.5069248786675993,1.0936000676871114,0.3045535990765793,passive_user
12,burnout_prone,1.435856461126945,2.2640056295042474,0.7962397642852344,0.5204813548250162,conditional_contributor
13,burnout_prone,0.4546963359809331,1.447009210510667,0.8947607884881165,0.5247946755443942,passive_user
14,burnout_prone,2.2347136852605987,1.8636091766212062,1.1428882946654226,0.4431032920076935,conditional_contributor
15,burnout_prone,1.0015195649217543,2.8462854059469986,0.8673355042142592,0.3354046547171058,passive_user
16,burnout_prone,0.37464220862239067,3.7324048835619354,1.1045480554736988,0.15266440017762223,conditional_contributor
17,burnout_prone,2.0310927547782156,2.9781243676703033,1.1266897284234472,0.4651086499650394,passive_user
18,burnout_prone,0.9285544129864157,4.293621399246517,1.044521517196078,0.3905759589280908,active_contributor
19,burnout_prone,0.5188203026435592,1.2033670126133276,0.8507974916602972,0.45484770357364346,passive_user
20,burnout_prone,3.707280862201573,2.1809258275529,0.8209613265400456,0.4191427650315649,conditional_contributor
21,burnout_prone,0.4120012331121369,0.40702498347380384,1.1831061153970373,0.5460415463613594,passive_user
22,burnout_prone,0.3639386476431077,0.8823626846959706,0.9949635233096203,0.4522009233773949,passive_user
23,burnout_prone,1.6915923192553433,1.7332576516026506,1.248631422923246,0.5111699951294127,passive_user
24,burnout_prone,0.9844840881609637,1.965841193206283,0.7799572690524225,0.4218124002338254,conditional_contributor
25,burnout_prone,1.535959529568162,2.4042244388931118,1.0329398035706545,0.4080362848736362,conditional_contributor
26,burnout_prone,1.1643347433669897,1.7224400974480676,0.8563842730069223,0.12896939305003965,passive_user
27,burnout_prone,1.2264707982751164,1.3646401418496712,1.060347381193122,0.33022300210801436,active_contributor
28,burnout_prone,1.4334754222305695,0.48587547905318546,0.7829826481797947,0.33086752643932643,conditional_contributor
29,burnout_prone,0.5708932797796251,0.34334233729309027,1.213004315668352,0.447934362994056,passive_user
30,burnout_prone,0.35083268808836526,3.2040539955963605,0.7436642495567419,0.11835275103257696,active_contributor
31,burnout_prone,0.6409141154782291,1.5282062656670754,0.8110176069147847,0.20486767804484324,active_contributor
32,burnout_prone,1.4991770787058611,1.393957370649935,1.1746612705446653,0.48805144580132687,conditional_contributor
33,burnout_prone,0.31635681894483125,1.9133494657097656,0.8120451280330625,0.409193232769395,active_contributor
34,burnout_prone,0.9273077566753689,0.7066525249176927,0.7743470466980453,0.45209051595339556,passive_user
