time,scenario,policy,G,H,welfare,run
4,critical_infrastructure,reputation,1.3783937726633955,0.0,94.09293130281524,0
5,critical_infrastructure,reputation,1.3789665847303791,0.0,94.11221831100357,0
6,critical_infrastructure,reputation,1.3790506568094985,0.0,94.1150493879144,0
7,critical_infrastructure,reputation,1.3790629817618367,0.0,94.11546443021926,0
8,critical_infrastructure,reputation,1.3790647882885227,0.0,94.11552526508684,0
9,critical_infrastructure,reputation,1.3790650530730582,0.0,94.1155341817212,0
10,critical_infrastructure,reputation,1.3790650918826663,0.0035513460274602116,94.07483875053052,0
11,critical_infrastructure,reputation,1.3782688461312624,0.019270973406649128,93.8690549924492,0
12,critical_infrastructure,reputation,1.3746274590278937,0.036835925845717266,93.55016290216373,0
13,critical_infrastructure,reputation,1.370150520082832,0.05361797921157449,93.21232441486627,0
14,critical_infrastructure,reputation,1.3657160473520904,0.07459473291659904,92.82721857469103,0
15,critical_infrastructure,reputation,1.3603371551104724,0.09517443440126758,92.41553365071431,0
16,critical_infrastructure,reputation,1.3548896205344148,0.11483328947022733,92.01137566424634,0
17,critical_infrastructure,reputation,1.3496225354520344,0.1328982029137956,91.63078747412777,0
18,critical_infrastructure,reputation,1.344726575410056,0.15231699538545843,91.24636620193606,0
19,critical_infrastructure,reputation,1.3395736582392033,0.1712516622442642,90.85861060581507,0
20,critical_infrastructure,reputation,1.3344738342558535,0.18879819777641435,90.4879185136633,0
21,critical_infrastructure,reputation,1.3296803922847784,0.20438244070341424,90.14935763478826,0
22,critical_infrastructure,reputation,1.3253661519184976,0.21976832869870302,89.82860935565027,0
23,critical_infrastructure,reputation,1.3211680974893225,0.23926705069797458,89.46432405352411,0
24,critical_infrastructure,reputation,1.316058709404754,0.254502227740274,89.11805786754115,0
25,critical_infrastructure,reputation,1.311732703345787,0.2722034270301912,88.7690779078863,0
26,critical_infrastructure,reputation,1.306982645949263,0.29074211822714446,88.39600453707897,0
27,critical_infrastructure,reputation,1.3019569462114364,0.3092884369635125,88.01295967869376,0
28,critical_infrastructure,reputation,1.2968662354693725,0.3271663089240924,87.63476801477866,0
29,critical_infrastructure,reputation,1.2918998439723728,0.3420119109309616,87.29497497203268,0
0,critical_infrastructure,combined_portfolio,1.197809607260402,0.09550240653043876,80.95439969716487,0
1,critical_infrastructure,combined_portfolio,1.397941300279193,0.0,89.14019675262183,0
2,critical_infrastructure,combined_portfolio,1.4141629120933075,0.0,89.73253202592575,0
3,critical_infrastructure,combined_portfolio,1.4124966380942114,0.0,89.68599828676176,0
4,critical_infrastructure,combined_portfolio,1.4126763822186832,0.0,89.69105351762366,0
5,critical_infrastructure,combined_portfolio,1.412657087448833,0.0,89.69051123543674,0
6,critical_infrastructure,combined_portfolio,1.4126591597563185,0.0,89.6905694822945,0
7,critical_infrastructure,combined_portfolio,1.412658937197842,0.0,89.69056322683885,0
8,critical_infrastructure,combined_portfolio,1.412658961099979,0.0,89.69056389865727,0
9,critical_infrastructure,combined_portfolio,1.41265895853296,0.0,89.69056382650598,0
10,critical_infrastructure,combined_portfolio,1.4126589588086504,0.0,89.69056383425482,0
11,critical_infrastructure,combined_portfolio,1.4126589587790421,0.0,89.6905638334226,0
12,critical_infrastructure,combined_portfolio,1.4126589587822218,0.0,89.69056383351196,0
13,critical_infrastructure,combined_portfolio,1.4126589587818805,0.0,89.69056383350238,0
14,critical_infrastructure,combined_portfolio,1.412658958781917,0.0,89.69056383350343,0
15,critical_infrastructure,combined_portfolio,1.412658958781913,0.0,89.69056383350328,0
16,critical_infrastructure,combined_portfolio,1.4126589587819136,0.0034912324346718995,89.65055596860805,0
17,critical_infrastructure,combined_portfolio,1.4118761854810025,0.013723194820920527,89.50859335652892,0
18,critical_infrastructure,combined_portfolio,1.4096659159154379,0.030396380356311904,89.24740466106871,0
19,critical_infrastructure,combined_portfolio,1.4061620240231631,0.04941812737931365,88.91771413800181,0
20,critical_infrastructure,combined_portfolio,1.4022616734369906,0.0685579702688047,88.57336997003675,0
21,critical_infrastructure,combined_portfolio,1.3983658673073203,0.086462380678856,88.24289072969572,0
22,critical_infrastructure,combined_portfolio,1.3947358441063038,0.10464943077855468,87.91736193267293,0
23,critical_infrastructure,combined_portfolio,1.3910065546208432,0.12759112745533643,87.53401934938623,0
24,critical_infrastructure,combined_portfolio,1.3862110288403162,0.1459647481490798,87.16854583436853,0
25,critical_infrastructure,combined_portfolio,1.3825248061353428,0.16708616140243568,86.80639431646586,0
26,critical_infrastructure,combined_portfolio,1.3781111788848124,0.18910166780344365,86.41071705689673,0
27,critical_infrastructure,combined_portfolio,1.37354796526227,0.2110783313283998,86.00999738549035,0
28,critical_infrastructure,combined_portfolio,1.3689915828437702,0.23227274717619265,85.61799602193491,0
29,critical_infrastructure,combined_portfolio,1.3645953061563865,0.250124124210954,85.26909571846015,0
0,critical_infrastructure,baseline,0.7307660797089955,0.35530709805547256,68.94374447307398,1
1,critical_infrastructure,baseline,0.7977069856829968,0.3756190191044372,72.40352660572302,1
2,critical_infrastructure,baseline,0.8345267423969547,0.39568391549149157,74.11571293890769,1
3,critical_infrastructure,baseline,0.8521718014053106,0.40756593700358074,74.89058843208318,1
4,critical_infrastructure,baseline,0.8599690947559578,0.4230785350788938,75.11958891013502,1
5,critical_infrastructure,baseline,0.8605885995863456,0.4336418848053436,75.04019819558658,1
6,critical_infrastructure,baseline,0.8580741959767971,0.44387939158812273,74.80634676297949,1
7,critical_infrastructure,baseline,0.8536881369533833,0.45116016416311244,74.50930394393184,1
8,critical_infrastructure,baseline,0.8489420891865351,0.4558493680480449,74.22038251566151,1
9,critical_infrastructure,baseline,0.8446811958174989,0.4589589192171258,73.97161109826068,1
10,critical_infrastructure,baseline,0.841156821810589,0.45996033537079234,73.78184498286294,1
11,critical_infrastructure,baseline,0.8386721922099489,0.4648652482128045,73.60287815167608,1
12,critical_infrastructure,baseline,0.8357664697376697,0.4713340641835939,73.385902041982,1
13,critical_infrastructure,baseline,0.8321664515128685,0.4773966283075546,73.13736976427596,1
14,critical_infrastructure,baseline,0.828241634922398,0.483883079855316,72.8669148334111,1
15,critical_infrastructure,baseline,0.823995438731943,0.48809239917931246,72.60338668611415,1
16,critical_infrastructure,baseline,0.8201717550799639,0.4891249079481227,72.39449790622328,1
17,critical_infrastructure,baseline,0.8174850573926762,0.4920672078723317,72.22346130163844,1
18,critical_infrastructure,baseline,0.8149875610391882,0.49530307625273384,72.05909113261032,1
19,critical_infrastructure,baseline,0.8125278602203565,0.4997514134754771,71.88353573404821,1
20,critical_infrastructure,baseline,0.809758348719688,0.5042515791177193,71.69103960192795,1
21,critical_infrastructure,baseline,0.8067791164149374,0.5092066650680055,71.48230173724984,1
22,critical_infrastructure,baseline,0.8035422347867681,0.510972250269601,71.29354183511265,1
23,critical_infrastructure,baseline,0.80101857999874,0.5109622722632893,71.16049616297666,1
24,critical_infrastructure,baseline,0.7994313198200969,0.5118317449733358,71.0671842994005,1
25,critical_infrastructure,baseline,0.7981921451897042,0.5134079753253481,70.98481527456356,1
26,critical_infrastructure,baseline,0.7969780252053811,0.5157740024976564,70.89539050186784,1
27,critical_infrastructure,baseline,0.7955625938326195,0.5184248475480523,70.79226206472642,1
28,critical_infrastructure,baseline,0.7939418464839956,0.5229543967777566,70.65814155624363,1
29,critical_infrastructure,baseline,0.7916752987486673,0.5264162305141363,70.5010469645212,1
0,critical_infrastructure,reputation,0.8876039269302,0.2315775870296114,77.27673745881799,1
1,critical_infrastructure,reputation,1.0706123856957759,0.17678756010663366,86.18766313577201,1
2,critical_infrastructure,reputation,1.1731176043719398,0.15257008413476436,90.63057826454035,1
3,critical_infrastructure,reputation,1.2225949685631758,0.13876105469675942,92.6944747881084,1
4,critical_infrastructure,reputation,1.2454804455390718,0.14292387736156914,93.51564542082907,1
5,critical_infrastructure,reputation,1.2528205901619178,0.1495941424682552,93.72072660358836,1
6,critical_infrastructure,reputation,1.253662678289362,0.16155055474742025,93.62590678336366,1
7,critical_infrastructure,reputation,1.2506833087439282,0.1732150522510308,93.39176540373037,1
8,critical_infrastructure,reputation,1.2463968843297182,0.18365645935007457,93.12125451775263,1
9,critical_infrastructure,reputation,1.2419653503293984,0.1932322174301055,92.85387156660612,1
10,critical_infrastructure,reputation,1.2377106382741618,0.2006698271600139,92.61533603932288,1
11,critical_infrastructure,reputation,1.2341003996769353,0.21323560877666942,92.3459182605577,1
12,critical_infrastructure,reputation,1.2293127071237586,0.22761974789867084,92.0127683412649,1
13,critical_infrastructure,reputation,1.2235814736037924,0.24134418416094783,91.65031732956058,1
14,critical_infrastructure,reputation,1.2176681577725528,0.2555151469661991,91.27522686884707,1
15,critical_infrastructure,reputation,1.2115496683581997,0.2667644653519755,90.92251944546547,1
16,critical_infrastructure,reputation,1.2061412040546862,0.2740834364856388,90.63771675246633,1
17,critical_infrastructure,reputation,1.2020684439106462,0.2837471698222835,90.37840777351128,1
18,critical_infrastructure,reputation,1.1978526679097161,0.2935323764653928,90.11214196576583,1
19,critical_infrastructure,reputation,1.1935413847722263,0.3045781991504557,89.82829692988504,1
20,critical_infrastructure,reputation,1.1888392984272866,0.3154618401969226,89.53060290001099,1
21,critical_infrastructure,reputation,1.1840217290183543,0.32674156046262504,89.22356765922824,1
22,critical_infrastructure,reputation,1.1790408422880883,0.3340690658693315,88.9516183038324,1
23,critical_infrastructure,reputation,1.1750717035478115,0.3393529687986179,88.74012611425195,1
24,critical_infrastructure,reputation,1.1720538759437327,0.3457013579698067,88.55419544155774,1
25,critical_infrastructure,reputation,1.1691145588921905,0.3527184418742565,88.36415101164718,1
26,critical_infrastructure,reputation,1.166018952773113,0.36046809110371897,88.15996769188563,1
27,critical_infrastructure,reputation,1.1626560747166592,0.3683633749346406,87.94344946956369,1
28,critical_infrastructure,reputation,1.1591421006548634,0.37830670385048765,87.69882489731641,1
29,critical_infrastructure,reputation,1.1549999700954465,0.38679075039169725,87.44457171494334,1
0,critical_infrastructure,combined_portfolio,1.0156627876603768,0.16750203651033838,77.94926310231433,1
1,critical_infrastructure,combined_portfolio,1.239649385931091,0.07625116391605133,88.11808203890037,1
2,critical_infrastructure,combined_portfolio,1.3256759622708685,0.03199880127463609,91.77757987868956,1
3,critical_infrastructure,combined_portfolio,1.3537458961467357,0.0074825199821773394,93.04443510577737,1
4,critical_infrastructure,combined_portfolio,1.3647704349647292,0.007718713427141012,93.43132967083501,1
5,critical_infrastructure,combined_portfolio,1.3662668622590752,0.01374165367732886,93.42272523936319,1
6,critical_infrastructure,combined_portfolio,1.3648188692219405,0.027350606792074218,93.22860030531768,1
7,critical_infrastructure,combined_portfolio,1.3608801319434085,0.04161422843265986,92.94045848888501,1
8,critical_infrastructure,combined_portfolio,1.3564115015365998,0.055058444912848704,92.64149051256223,1
9,critical_infrastructure,combined_portfolio,1.3520836256827906,0.06782422486859188,92.35401015590021,1
10,critical_infrastructure,combined_portfolio,1.3479516127535605,0.07836872290341271,92.09663527103021,1
11,critical_infrastructure,combined_portfolio,1.3444480745210783,0.09460792272366217,91.80034686729817,1
12,critical_infrastructure,combined_portfolio,1.3394646838557616,0.11280115133541427,91.43152127276741,1
13,critical_infrastructure,combined_portfolio,1.3337113290556575,0.13020252610352187,91.04323307717455,1
14,critical_infrastructure,combined_portfolio,1.328040654886961,0.14802791780605765,90.65254662087789,1
15,critical_infrastructure,combined_portfolio,1.3222481043736918,0.1625897321455275,90.29160073594772,1
16,critical_infrastructure,combined_portfolio,1.317314273976786,0.1728350858805587,90.00627465294085,1
17,critical_infrastructure,combined_portfolio,1.3136898015810785,0.1856298558711795,89.74005969967212,1
18,critical_infrastructure,combined_portfolio,1.3095711283544502,0.19848860857540376,89.4556249496702,1
19,critical_infrastructure,combined_portfolio,1.3053436263287455,0.21264527948016335,89.15296736331858,1
20,critical_infrastructure,combined_portfolio,1.3007312850502726,0.22653890811511465,88.83888564729173,1
21,critical_infrastructure,combined_portfolio,1.2961139377662143,0.24078621371135986,88.52026631961735,1
22,critical_infrastructure,combined_portfolio,1.2913865922116725,0.2507001311210442,88.24331317435615,1
23,critical_infrastructure,combined_portfolio,1.2878179763035515,0.25843205894858456,88.03091311200986,1
24,critical_infrastructure,combined_portfolio,1.2850476173157421,0.26733009151421677,87.83502842597943,1
25,critical_infrastructure,combined_portfolio,1.2820965070762151,0.27690500902765125,87.62543176456242,1
26,critical_infrastructure,combined_portfolio,1.278921644943211,0.2872041402944435,87.39974313498082,1
27,critical_infrastructure,combined_portfolio,1.275501085694036,0.2975873341043346,87.1639138215788,1
28,critical_infrastructure,combined_portfolio,1.2720053525245063,0.3100897165379953,86.90243992663325,1
29,critical_infrastructure,combined_portfolio,1.267906492236123,0.32092450200016165,86.636338618133,1
0,critical_infrastructure,baseline,0.9782542065221924,0.32418123405367794,112.83436306793459,2
1,critical_infrastructure,baseline,1.103659912523115,0.3460351933904874,120.192871896857,2
2,critical_infrastructure,baseline,1.1343783709128443,0.3776892442213968,121.5985856821936,2
3,critical_infrastructure,baseline,1.133398183147109,0.3956450704161474,121.3547166074548,2
4,critical_infrastructure,baseline,1.127215835144486,0.41180869687557986,120.83073080067878,2
5,critical_infrastructure,baseline,1.120023578392145,0.42531201480703884,120.27717496205453,2
6,critical_infrastructure,baseline,1.1133993897439556,0.43606523060946023,119.7839427286842,2
7,critical_infrastructure,baseline,1.1078557095030424,0.44435305166978156,119.37759410616734,2
8,critical_infrastructure,baseline,1.103453195428895,0.4561783083088058,118.99439830173762,2
9,critical_infrastructure,baseline,1.098241918842321,0.4675247300614394,118.57081114515155,2
10,critical_infrastructure,baseline,1.092944010726106,0.4726039929517264,118.21191856080779,2
11,critical_infrastructure,baseline,1.0896748096231754,0.48032868900507975,117.93686320624461,2
12,critical_infrastructure,baseline,1.0861551287078357,0.4899767635910116,117.62623462400582,2
13,critical_infrastructure,baseline,1.0819305269371713,0.4969530617030166,117.3051072645199,2
14,critical_infrastructure,baseline,1.078368792099895,0.5034184109954222,117.02658272676503,2
15,critical_infrastructure,baseline,1.075175557065477,0.5153208374523979,116.70726611953836,2
16,critical_infrastructure,baseline,1.070313445987764,0.5235132795025825,116.33388610511983,2
17,critical_infrastructure,baseline,1.0661635568806782,0.5311617124130343,116.00596334099615,2
18,critical_infrastructure,baseline,1.0624074185020653,0.5424114512702549,115.65955032050618,2
19,critical_infrastructure,baseline,1.0575909819451863,0.551624967921297,115.27429322375279,2
20,critical_infrastructure,baseline,1.0531224301609874,0.5596895170803557,114.92080924540183,2
21,critical_infrastructure,baseline,1.0491353749248375,0.570048447590773,114.56870827175008,2
22,critical_infrastructure,baseline,1.0445420879819431,0.5777850890140039,114.21034861807128,2
23,critical_infrastructure,baseline,1.040625208958493,0.5857324900565108,113.88813259953453,2
24,critical_infrastructure,baseline,1.0368429586300076,0.5936605503176059,113.57370317700156,2
25,critical_infrastructure,baseline,1.0331074892234602,0.5972075687610868,113.31114234342016,2
26,critical_infrastructure,baseline,1.0308208077851528,0.6034645530549281,113.10307433815436,2
27,critical_infrastructure,baseline,1.0280827763979288,0.6134413613291844,112.8265003599125,2
28,critical_infrastructure,baseline,1.0239903551171117,0.6211673576868446,112.49430695599531,2
29,critical_infrastructure,baseline,1.0202267551244164,0.6305013337092643,112.16207672801112,2
0,critical_infrastructure,reputation,1.18884210025635,0.25086353120578475,124.5311052104912,2
1,critical_infrastructure,reputation,1.3270099549963912,0.21081308826360257,132.2778846891747,2
2,critical_infrastructure,reputation,1.3333114650226592,0.19764179422269296,132.7863615622967,2
3,critical_infrastructure,reputation,1.3370121543016744,0.1872545259790411,133.08438124748065,2
4,critical_infrastructure,reputation,1.3400418886631866,0.18994095199008193,133.20058630910873,2
5,critical_infrastructure,reputation,1.3388505574070766,0.19916490934478404,133.04004382026162,2
6,critical_infrastructure,reputation,1.335952761785086,0.21078332491359056,132.76879001635646,2
7,critical_infrastructure,reputation,1.3324433148145725,0.2225438457281277,132.46559227182783,2
8,critical_infrastructure,reputation,1.3289423520488413,0.24021337759167766,132.0951828061881,2
9,critical_infrastructure,reputation,1.3234971580658845,0.25795710580975306,131.62953181085805,2
10,critical_infrastructure,reputation,1.3182014577057852,0.2684869507446195,131.2513092389085,2
11,critical_infrastructure,reputation,1.3152354996706623,0.28246117358265405,130.94663412205531,2
12,critical_infrastructure,reputation,1.3109209914375446,0.29856111558723397,130.55272586415578,2
13,critical_infrastructure,reputation,1.306019148913276,0.31128973704085205,130.16722517344905,2
14,critical_infrastructure,reputation,1.3022570578327455,0.3234006222462385,129.84367470143133,2
15,critical_infrastructure,reputation,1.298591929374069,0.34187216406814136,129.45275115466882,2
16,critical_infrastructure,reputation,1.2928268033182975,0.3556658237599212,129.01095399118145,2
17,critical_infrastructure,reputation,1.2887388169443519,0.3688836054213627,128.65682760362907,2
18,critical_infrastructure,reputation,1.2847010932444536,0.38625904232990926,128.25816383342507,2
19,critical_infrastructure,reputation,1.2792872031700264,0.40099459582423025,127.8204791632839,2
20,critical_infrastructure,reputation,1.2748152787278293,0.41436736160433496,127.44379565521669,2
21,critical_infrastructure,reputation,1.2707133682900729,0.43033872263302586,127.0558828790279,2
22,critical_infrastructure,reputation,1.2657256894180906,0.4430388780843595,126.66021084029265,2
23,critical_infrastructure,reputation,1.2618468157917118,0.4559624533277778,126.31666722390493,2
24,critical_infrastructure,reputation,1.257820930544571,0.46871964375225594,125.96753722539586,2
25,critical_infrastructure,reputation,1.253846774188953,0.47631539739161666,125.67896742986646,2
26,critical_infrastructure,reputation,1.2515498517037278,0.48707687711009945,125.43902233706898,2
27,critical_infrastructure,reputation,1.248130769814986,0.5017984148176577,125.09769296980113,2
28,critical_infrastructure,reputation,1.2434597139629875,0.5136612173814308,124.72419330981126,2
29,critical_infrastructure,reputation,1.23976742759354,0.5273925620086305,124.37825841665735,2
0,critical_infrastructure,combined_portfolio,1.4025807113051334,0.19128597782772602,129.51414579289454,2
1,critical_infrastructure,combined_portfolio,1.3660652577862222,0.11775323565253928,129.47812854227448,2
2,critical_infrastructure,combined_portfolio,1.4065280801496058,0.08447341548605766,131.70729472603205,2
3,critical_infrastructure,combined_portfolio,1.3992070769045353,0.0633909859892621,131.6449796552687,2
4,critical_infrastructure,combined_portfolio,1.4095155168898148,0.06144630589164405,132.1354265660007,2
5,critical_infrastructure,combined_portfolio,1.4053463910462367,0.06970522868265203,131.8591929608428,2
6,critical_infrastructure,combined_portfolio,1.404596466546867,0.08225549750869501,131.67862233352412,2
7,critical_infrastructure,combined_portfolio,1.400836084957931,0.095954722161216,131.34918536293372,2
8,critical_infrastructure,combined_portfolio,1.3980971034206262,0.11670238868934232,130.98399095677016,2
9,critical_infrastructure,combined_portfolio,1.3925670881824308,0.13780348909074266,130.4861077761808,2
10,critical_infrastructure,combined_portfolio,1.388190414348276,0.1510857499131675,130.12722989767238,2
11,critical_infrastructure,combined_portfolio,1.385826891282494,0.16824770637668338,129.81866643863557,2
12,critical_infrastructure,combined_portfolio,1.3812718882250934,0.1877442479679571,129.38296750584644,2
13,critical_infrastructure,combined_portfolio,1.376926601854962,0.2035013326687847,128.99695631897728,2
14,critical_infrastructure,combined_portfolio,1.373695053963693,0.21857076873616285,128.67066909334238,2
15,critical_infrastructure,combined_portfolio,1.370183455905743,0.24056723065551236,128.25334745293995,2
16,critical_infrastructure,combined_portfolio,1.3645160853629337,0.2573490935524629,127.79290490894653,2
17,critical_infrastructure,combined_portfolio,1.3614770428321707,0.27347227403122576,127.46141527074289,2
18,critical_infrastructure,combined_portfolio,1.3575024079720541,0.2940884869553856,127.03674026103275,2
19,critical_infrastructure,combined_portfolio,1.3524459542903182,0.31172563616876575,126.59313978800174,2
20,critical_infrastructure,combined_portfolio,1.348806518657574,0.3278387395974423,126.23263269981364,2
21,critical_infrastructure,combined_portfolio,1.3450533443484944,0.34673678869045926,125.83599496351482,2
22,critical_infrastructure,combined_portfolio,1.3404227749073625,0.36200193902617345,125.43810125814016,2
23,critical_infrastructure,combined_portfolio,1.3373299321407657,0.3774889736028033,125.11000702831092,2
24,critical_infrastructure,combined_portfolio,1.3335205955900855,0.39275434266723785,124.7510851966956,2
25,critical_infrastructure,combined_portfolio,1.3300647603669236,0.40240738047993624,124.47176718148035,2
26,critical_infrastructure,combined_portfolio,1.3282926440398994,0.41552595640471995,124.23438437800607,2
27,critical_infrastructure,combined_portfolio,1.32470445848346,0.4328304482989516,123.86319007441722,2
28,critical_infrastructure,combined_portfolio,1.3204627030214584,0.4469152157819072,123.49478413568099,2
29,critical_infrastructure,combined_portfolio,1.3175203615963378,0.46298061119617,123.1659155847569,2
0,critical_infrastructure,baseline,0.9596773156869446,0.2198697515224349,95.21336030069253,3
1,critical_infrastructure,baseline,1.116654597929422,0.1754626212866951,103.76405818054906,3
2,critical_infrastructure,baseline,1.1807616560934273,0.16731357409906175,106.87349253612263,3
3,critical_infrastructure,baseline,1.204378226207559,0.18062704196979498,107.79044843408715,3
4,critical_infrastructure,baseline,1.2082891897312706,0.20086407955144633,107.72840468556366,3
5,critical_infrastructure,baseline,1.203397355569122,0.22016002886584798,107.281617016562,3
6,critical_infrastructure,baseline,1.1957719197004777,0.2389477919856166,106.71570151438942,3
7,critical_infrastructure,baseline,1.187379781135192,0.2555434148834087,106.13906776494547,3
8,critical_infrastructure,baseline,1.1794217245490357,0.26965028048994993,105.60942939571153,3
9,critical_infrastructure,baseline,1.1723958882444285,0.28057989808654726,105.15828873888417,3
10,critical_infrastructure,baseline,1.1666765288223144,0.2893732443582286,104.79095459644734,3
11,critical_infrastructure,baseline,1.1620615059089625,0.3007999075633967,104.44184763005966,3
12,critical_infrastructure,baseline,1.157008448520643,0.314713842271527,104.04253511407893,3
13,critical_infrastructure,baseline,1.1510488101320213,0.32813882246246057,103.60643657392045,3
14,critical_infrastructure,baseline,1.144946413660695,0.3404321469772841,103.17586159295152,3
15,critical_infrastructure,baseline,1.1391525804667764,0.35082694356529764,102.78108908057837,3
16,critical_infrastructure,baseline,1.13405122541123,0.36018504081448643,102.42997436147131,3
17,critical_infrastructure,baseline,1.1295007602354172,0.36902917748399655,102.11011131005942,3
18,critical_infrastructure,baseline,1.125292039347797,0.3792643026870957,101.78906975273335,3
19,critical_infrastructure,baseline,1.120768791865188,0.388662353475992,101.46280163892999,3
20,critical_infrastructure,baseline,1.1164037814722751,0.4003845636250935,101.11533127330128,3
21,critical_infrastructure,baseline,1.11137649233603,0.40954775533880444,100.76661756181281,3
22,critical_infrastructure,baseline,1.106925725785424,0.41854156711100343,100.4462069925982,3
23,critical_infrastructure,baseline,1.1027160732833827,0.4261960539451516,100.15284007133741,3
24,critical_infrastructure,baseline,1.0989988614696444,0.4318719827258699,99.90616507520129,3
25,critical_infrastructure,baseline,1.096051604549439,0.4398285355015634,99.66867551997974,3
26,critical_infrastructure,baseline,1.0926507078971088,0.44872667549381606,99.39810887586297,3
27,critical_infrastructure,baseline,1.0888144494256047,0.45548973607543286,99.13163920211976,3
28,critical_infrastructure,baseline,1.085496995798638,0.46279993002250047,98.88294953627052,3
29,critical_infrastructure,baseline,1.0821786124149155,0.4692080634744282,98.64481597350421,3
0,critical_infrastructure,reputation,1.1361475662710336,0.1327516452371929,103.97737599815433,3
1,critical_infrastructure,reputation,1.3304398386384706,0.00456218013372689,114.22967641207975,3
2,critical_infrastructure,reputation,1.3770054732961423,0.0,116.23022236209384,3
3,critical_infrastructure,reputation,1.376812599771792,0.0,116.2382630096953,3
4,critical_infrastructure,reputation,1.376821800753199,0.0,116.23856414526185,3
5,critical_infrastructure,reputation,1.3768213623082761,0.0,116.23854979913386,3
6,critical_infrastructure,reputation,1.3768213832021459,0.0,116.23855048279943,3
7,critical_infrastructure,reputation,1.3768213822064614,0.0,116.23855045021978,3
8,critical_infrastructure,reputation,1.3768213822539102,0.0,116.23855045177235,3
9,critical_infrastructure,reputation,1.3768213822516489,0.0,116.23855045169834,3
10,critical_infrastructure,reputation,1.3768213822517568,0.0,116.23855045170187,3
11,critical_infrastructure,reputation,1.3768213822517517,0.0,116.23855045170171,3
12,critical_infrastructure,reputation,1.376821382251752,0.003513895634127462,116.19642715422779,3
13,critical_infrastructure,reputation,1.3757386659206885,0.014822799338157389,116.01784432176652,3
14,critical_infrastructure,reputation,1.3723053782104486,0.030291495247126876,115.69546073988221,3
15,critical_infrastructure,reputation,1.3676971851612107,0.04685314904001975,115.31200040734304,3
16,critical_infrastructure,reputation,1.3627956652838442,0.06417752942013566,114.90673765208662,3
17,critical_infrastructure,reputation,1.3576585372625232,0.08193801462261902,114.48609196578064,3
18,critical_infrastructure,reputation,1.352381813857464,0.10194026654409344,114.03221444698998,3
19,critical_infrastructure,reputation,1.3464038003792376,0.1209798764539412,113.56076844143269,3
20,critical_infrastructure,reputation,1.3407275625419999,0.14295296652750444,113.06527860979276,3
21,critical_infrastructure,reputation,1.334118694882068,0.16154152969895758,112.57163807988992,3
