scenario,policy,mode,final_G,final_H,final_D,avg_G_tail,avg_H_tail,avg_D_tail,avg_free_riding_tail,avg_welfare_tail,avg_policy_cost_tail,avg_Q_tail,avg_effort_tail,avg_effort_gini_tail,stability_tail,parameter,value
critical_infrastructure,sensitivity_lambda,nash,0.737616372921868,0.6020970991098764,0.7907250356602346,0.7479877138363107,0.586269950180613,0.7656783900112811,0.27499999999999997,63.31276346859161,0.0,2.6575776448958757,0.07910058930529357,0.45174266569892974,0.004170715082615711,lambda,0.5720000000000001
critical_infrastructure,sensitivity_lambda,nash,0.715575492251659,0.6282926814252843,0.7764320917237173,0.7251397048650949,0.6134007478920411,0.7533552440369435,0.2571428571428571,61.75470704997099,0.0,2.717303453194075,0.08087325902567152,0.45216124097444943,0.004761444579961915,lambda,0.616
critical_infrastructure,sensitivity_kappa,nash,0.7326741138806462,0.5938027445363114,0.7899191410866397,0.7422442657593677,0.579598276654601,0.7647943999331275,0.2607142857142857,63.09351202902216,0.0,2.5841331777369927,0.07686768671779887,0.4560397752220835,0.0028541781172154723,kappa,0.22799999999999998
critical_infrastructure,sensitivity_kappa,nash,0.7543535967759354,0.5713555468097996,0.8031716091787514,0.7648020224261504,0.5559554719705857,0.7761967986365352,0.2857142857142857,64.57228508095773,0.0,2.5467612970401134,0.07577144460360674,0.45458311758404846,0.0026082954741874775,kappa,0.26599999999999996
critical_infrastructure,sensitivity_kappa,nash,0.7754024808277542,0.5496126412772379,0.8163686063852525,0.7867294976683075,0.5330167806568881,0.7875454953369616,0.2857142857142857,65.98469451942518,0.0,2.512249632197853,0.07476040989657268,0.45308367269623395,0.0023716931588484563,kappa,0.30399999999999994
critical_infrastructure,sensitivity_kappa,nash,0.7958667985592585,0.5285193640341543,0.8295186883805957,0.8080725810123528,0.5107278774225731,0.7988476355828125,0.2857142857142857,67.33672733336323,0.0,2.4803472806387976,0.07382710657600397,0.4515942571035409,0.002143602998660815,kappa,0.34199999999999997
critical_infrastructure,sensitivity_kappa,nash,0.8157875188848808,0.5080265387026461,0.84262990113893,0.8288722809823987,0.48903973279624524,0.8101099563880955,0.2857142857142857,68.63361947795319,0.0,2.4508355161048634,0.07296501602540809,0.4501064261032677,0.001923339567588847,kappa,0.37999999999999995
critical_infrastructure,sensitivity_kappa,nash,0.8352012096008246,0.4880897632237212,0.8557098415771988,0.8491653353727692,0.4679079401014118,0.8213388336071448,0.2857142857142857,69.87997245053987,0.0,2.4235225815301504,0.07216842216416636,0.44861081061805513,0.0017102901879514354,kappa,0.4179999999999999
critical_infrastructure,sensitivity_kappa,nash,0.8541405957772772,0.46866881612538486,0.868765708283349,0.8689847296105112,0.4472921529323779,0.8325403217212699,0.2857142857142857,71.0798483196939,0.0,2.3982394873016,0.07143228647697908,0.44739902134600246,0.0015039063557324706,kappa,0.45599999999999996
critical_infrastructure,sensitivity_kappa,nash,0.872635033202447,0.4497271582490191,0.8818043441991696,0.8883601394527232,0.4271556111552266,0.84372018743211,0.2857142857142857,72.23684779369344,0.0,2.374836591766578,0.07075214630609128,0.44626599850324955,0.0013036963554704656,kappa,0.49399999999999994
critical_infrastructure,sensitivity_kappa,nash,0.8907109120426222,0.4312315114815117,0.8948322727347915,0.9073183110462861,0.40746473851390796,0.8548839381732501,0.2857142857142857,73.35417482104691,0.0,2.353180796118244,0.07012403141456734,0.44523250111631096,0.001109218872675219,kappa,0.5319999999999999
critical_infrastructure,sensitivity_cost_scale,nash,0.9065701995905262,0.49102099701567153,0.8731615529346733,0.9200832704592921,0.46927061846270607,0.8362128017112808,0.2571428571428571,73.17215385121945,0.0,2.994478497916849,0.08918016934372118,0.44803320001212343,0.00015685142048207923,cost_scale,0.648
critical_infrastructure,sensitivity_cost_scale,nash,0.8808226112696614,0.4964717442995584,0.8641063394793385,0.8942262262959868,0.4755523031751414,0.8284763719132974,0.2571428571428571,71.91128913509174,0.0,2.8171933564608054,0.08389163155596766,0.4485862674181152,0.0006477164119352008,cost_scale,0.756
critical_infrastructure,sensitivity_cost_scale,nash,0.8573951006030276,0.5009766779331483,0.8561533079066461,0.8706910989103596,0.48077890279933894,0.8216779815526536,0.2857142857142857,70.7468163043686,0.0,2.6731391686786337,0.07959487169328201,0.44914376971000014,0.0011008444401731932,cost_scale,0.864
critical_infrastructure,sensitivity_cost_scale,nash,0.835826233732884,0.5047747133736381,0.8490519918632379,0.8490160488305505,0.4852152707434708,0.8156047315958539,0.2857142857142857,69.65892728960723,0.0,2.553020810659407,0.07601239502681895,0.44965446200728776,0.0015241782953892558,cost_scale,0.972
critical_infrastructure,sensitivity_cost_scale,nash,0.8157875188848805,0.5080265387026464,0.8426299011389303,0.8288722809823985,0.48903973279624535,0.8101099563880958,0.2857142857142857,68.63361947795318,0.0,2.4508355161048634,0.07296501602540809,0.45010642610326784,0.0019233395675882642,cost_scale,1.08
critical_infrastructure,sensitivity_cost_scale,nash,0.7970357519311206,0.5108451335695993,0.8367630132633036,0.8100163578519861,0.49237780738213166,0.8050881709946869,0.2857142857142857,67.66058980698813,0.0,2.3625071263122317,0.07033107117226271,0.45051049129633935,0.0023024700407266313,cost_scale,1.1880000000000002
critical_infrastructure,sensitivity_cost_scale,nash,0.7793851904340112,0.5133127804070733,0.8313590580923782,0.7922623538231889,0.4953210105010448,0.8004608759956215,0.2857142857142857,66.73201332873843,0.0,2.285155539780378,0.06802460382815359,0.45087537177793907,0.002664720064809764,cost_scale,1.296
critical_infrastructure,sensitivity_cost_scale,nash,0.7626903508607284,0.5154911458748885,0.8263474589452524,0.775464639673452,0.49793800594276744,0.7961680131337145,0.2857142857142857,65.84179247354668,0.0,2.2166790334818773,0.06598289296684354,0.45120783350702953,0.003012548893593786,cost_scale,1.404
critical_infrastructure,sensitivity_cost_scale,nash,0.7468348733148161,0.5174275575063715,0.8216729779177695,0.7595067386764426,0.5002815510227632,0.7921625662163843,0.2857142857142857,64.98507359558866,0.0,2.155502347849456,0.06415893198434332,0.4515131569085361,0.00334791817738872,cost_scale,1.512
critical_infrastructure,sensitivity_benefit_scale,nash,0.727906682374518,0.5198921866823983,0.8167019785002105,0.7409730407451951,0.5031192178646932,0.7879537401773884,0.2857142857142857,35.90031224061927,0.0,2.087664041967277,0.06218954806078189,0.44679618584245795,0.003748574768487334,benefit_scale,0.81
critical_infrastructure,sensitivity_benefit_scale,nash,0.755440910991122,0.5165974349833485,0.8245347434751072,0.7685149966125997,0.49915776139281054,0.7946488834901837,0.2857142857142857,43.97969858138009,0.0,2.188798516916335,0.06518988387391862,0.44771086528883675,0.0031609974254280665,benefit_scale,0.9450000000000001
critical_infrastructure,sensitivity_benefit_scale,nash,0.7785876386723634,0.5135424661442369,0.8313179263070486,0.791666794265354,0.495524218124808,0.8004457657486789,0.2857142857142857,52.136572416289596,0.0,2.2821529302097483,0.06795967778393075,0.44852483838011314,0.002678725156247286,benefit_scale,1.08
critical_infrastructure,sensitivity_benefit_scale,nash,0.7984548893850557,0.5106944840170455,0.837293805775776,0.8115374281669667,0.4921652315943844,0.8055516658200422,0.2857142857142857,60.35777702468829,0.0,2.3691514116135206,0.07054110527308834,0.44935821785073593,0.002272463747133288,benefit_scale,1.2149999999999999
critical_infrastructure,sensitivity_benefit_scale,nash,0.8157875188848805,0.5080265387026464,0.8426299011389303,0.8288722809823985,0.48903973279624535,0.8101099563880958,0.2857142857142857,68.63361947795318,0.0,2.4508355161048634,0.07296501602540809,0.45010642610326784,0.0019233395675882642,benefit_scale,1.35
critical_infrastructure,sensitivity_benefit_scale,nash,0.831108718718961,0.5055164487506851,0.8474468104456502,0.8441948590838614,0.48611542499830784,0.8142238758579698,0.2857142857142857,76.95670288136611,0.0,2.527993738344374,0.07525476713813163,0.4507564287148062,0.0016185405118388646,benefit_scale,1.4849999999999999
critical_infrastructure,sensitivity_benefit_scale,nash,0.8447990678463903,0.5031458349730165,0.851834199819442,0.8578859450587165,0.4833664344620721,0.8179701936148341,0.2857142857142857,85.32122260220989,0.0,2.6012396696050963,0.07742853659098739,0.4513280171743432,0.001349005315528451,benefit_scale,1.6199999999999999
critical_infrastructure,sensitivity_benefit_scale,nash,0.8571434311118489,0.5008993406017779,0.8558605215550397,0.8702305440403023,0.4807716975411981,0.8214075206415432,0.26785714285714285,93.72251886764553,0.0,2.671061671457519,0.07950079376230637,0.45183829883426696,0.0011081100722091092,benefit_scale,1.755
critical_infrastructure,sensitivity_benefit_scale,nash,0.86836016576697,0.49876402215977994,0.8595791974912677,0.8814471147644385,0.47831382518282517,0.8245815996869204,0.2571428571428571,102.15677982953017,0.0,2.7378557989761187,0.08148327416903464,0.45229995551934254,0.0008908788809539742,benefit_scale,1.89
critical_infrastructure,sensitivity_subsidy,nash,0.8157875188848805,0.5080265387026464,0.8426299011389303,0.8288722809823985,0.48903973279624535,0.8101099563880958,0.2857142857142857,68.63361947795318,0.0,2.4508355161048634,0.07296501602540809,0.45010642610326784,0.0019233395675882642,subsidy,0.0
critical_infrastructure,sensitivity_subsidy,nash,1.0347562584365249,0.4555573040739003,0.9277048800813288,1.0519182653202517,0.42703244600485174,0.8829729215110493,0.2,78.8436556318847,0.34828378163359625,4.368296302808542,0.1326795358604176,0.42758763533406186,-0.0022458980313378174,subsidy,0.075
critical_infrastructure,sensitivity_subsidy,nash,1.149984260116502,0.4002826086931446,0.989625062949637,1.1679690173471244,0.36376460679058964,0.9356915198375713,0.11428571428571428,82.98332635951162,1.138114176884939,7.134256729357631,0.21678365273998837,0.42751885843102533,-0.004337907200434726,subsidy,0.15
critical_infrastructure,sensitivity_subsidy,nash,1.2050635553538749,0.3609818357210673,1.0278761355666537,1.222983263805968,0.3193512172541986,0.968188432006458,0.02857142857142857,83.80038166170226,2.337919605728317,9.86682910518224,0.29687868009248475,0.4024988741469498,-0.00534944257597178,subsidy,0.22499999999999998
critical_infrastructure,sensitivity_subsidy,nash,1.2352256575926317,0.33394093586542856,1.052204384738066,1.253015650646517,0.28892955439059015,0.988787188993442,0.0,83.08176575084039,3.8490108544758654,12.24435602570761,0.36657246233103485,0.36952429790838726,-0.005916864164306368,subsidy,0.3
critical_infrastructure,sensitivity_subsidy,nash,1.2573581356596826,0.30970836803691637,1.0683556634642906,1.275054401978498,0.2618479706460214,1.0020265682742484,0.0,81.52344245371879,5.701298137219796,14.579975210253636,0.43438461997865113,0.3437862595222051,-0.006359368287410516,subsidy,0.375
critical_infrastructure,sensitivity_subsidy,nash,1.2742670999855321,0.28848658173272024,1.0803311269452547,1.2919044196515508,0.23817163722219464,1.011627687299232,0.0,79.23553147899662,7.892882524002228,16.867452960148828,0.5011353983493478,0.323525933909397,-0.00671260942038629,subsidy,0.44999999999999996
critical_infrastructure,sensitivity_subsidy,nash,1.2862353659457975,0.2718781843641512,1.0887075661505534,1.303834741209593,0.2196602564247486,1.0182297745705262,0.0,76.45239501362869,10.296531573918262,18.843659265494033,0.5603554598050755,0.30154660228517993,-0.006971410942365808,subsidy,0.525
critical_infrastructure,sensitivity_subsidy,nash,1.2959927080353038,0.2572536299236529,1.0954695130245644,1.313564627545314,0.20336782450321034,1.0234815030717552,0.0,73.20038710795966,12.95952418777048,20.733237936967978,0.617120199417642,0.28213218583564087,-0.007188543245181533,subsidy,0.6
critical_infrastructure,sensitivity_penalty,nash,0.8157875188848805,0.5080265387026464,0.8426299011389303,0.8288722809823985,0.48903973279624535,0.8101099563880958,0.2857142857142857,68.63361947795318,0.0,2.4508355161048634,0.07296501602540809,0.45010642610326784,0.0019233395675882642,penalty,0.0
critical_infrastructure,sensitivity_penalty,nash,0.8575220614884955,0.5016142438158278,0.8572417826250097,0.8719737611914183,0.48101782216590994,0.8227056341104659,0.22857142857142856,70.75885696947745,0.018,2.6773411933006797,0.08057130830832514,0.41672226466192064,0.0010843229000972593,penalty,0.075
critical_infrastructure,sensitivity_penalty,nash,0.8948339870617674,0.49452493127036856,0.8705222691272462,0.9100416067889934,0.47251957249049287,0.8340938976646524,0.18214285714285716,72.58474619819326,0.028687499999999998,2.916899190120591,0.08858125999868141,0.40343591915271537,0.0003589258373798976,penalty,0.15
critical_infrastructure,sensitivity_penalty,nash,0.9304199620689286,0.48633104930183535,0.8836774126966528,0.9457443436685471,0.46339422300987065,0.8453736303914854,0.14285714285714285,74.25580485888014,0.033749999999999995,3.18471205724296,0.09736943229661313,0.4023996198973226,-0.00030847763495016334,penalty,0.22499999999999998
critical_infrastructure,sensitivity_penalty,nash,0.9603505300674431,0.4787249516734387,0.8957113590221993,0.9759484581908062,0.45471472280561087,0.855713475588324,0.10714285714285714,75.63721431096965,0.033749999999999995,3.454756104526237,0.10617449797626677,0.4117197882908645,-0.0008645609646621699,penalty,0.3
critical_infrastructure,sensitivity_penalty,nash,0.9899379799310641,0.4699893819031341,0.9071958139828201,1.005927853281849,0.444450547820573,0.8654288890783277,0.07857142857142857,76.99032973353009,0.0309375,3.7684858429316397,0.11618449565920701,0.4213597917237769,-0.0014175185429653736,penalty,0.375
critical_infrastructure,sensitivity_penalty,nash,1.0145544473313879,0.4633999544355547,0.9186048363262722,1.0321638202654408,0.43487137556167454,0.8751548720820466,0.04642857142857143,78.14686539193835,0.0219375,4.086657348093132,0.12649924856744116,0.43523504345053365,-0.0018901727375353894,penalty,0.44999999999999996
critical_infrastructure,sensitivity_penalty,nash,1.0352204973361858,0.45558313537327194,0.9284059110549252,1.0527251223862057,0.426891986549971,0.8836223066553431,0.05,79.00789729917874,0.0275625,4.3777468281609675,0.1360489415236164,0.4576533369603393,-0.00225690743277554,penalty,0.525
critical_infrastructure,sensitivity_penalty,nash,1.0537333136949698,0.4489814774407854,0.9381537299526572,1.0721173240293496,0.41881287815861556,0.8920156585417669,0.0,79.83384812344262,0.0,4.685334122894939,0.14620010466569394,0.473144693769031,-0.002599368613368902,penalty,0.6
critical_infrastructure,sensitivity_reputation,nash,0.8157875188848805,0.5080265387026464,0.8426299011389303,0.8288722809823985,0.48903973279624535,0.8101099563880958,0.2857142857142857,68.63361947795318,0.0,2.4508355161048634,0.07296501602540809,0.45010642610326784,0.0019233395675882642,reputation,0.0
critical_infrastructure,sensitivity_reputation,nash,1.0070980445328428,0.46521420941308167,0.9153326651297771,1.024082218062114,0.4381253857414661,0.872424292880081,0.2,77.92362058716401,0.024747438403420034,3.9828716406634395,0.12017510308476242,0.39079893040668723,-0.0017423638426270482,reputation,0.075
critical_infrastructure,sensitivity_reputation,nash,1.1113610955286022,0.42218489420463556,0.966798836737307,1.129337635729164,0.38858283878558186,0.9162815686280926,0.14285714285714285,82.4763415202838,0.059473267726454046,5.918339364035265,0.17887051753576122,0.3746804723935031,-0.0036382330723244982,reputation,0.15
critical_infrastructure,sensitivity_reputation,nash,1.167935539769717,0.3886712382120763,1.0012873222548306,1.1859799939544136,0.35055758406288723,0.9456032067625916,0.05714285714285714,84.71349448366104,0.10043253676468622,7.8640196873010435,0.23762701637304473,0.36296258236521095,-0.0046663426670447705,reputation,0.22499999999999998
critical_infrastructure,sensitivity_reputation,nash,1.2021403189973439,0.36336963692247776,1.0256500730708784,1.2201048164942279,0.32200014325761267,0.9662972978077369,0.0,85.87726607995597,0.14504486202343744,9.679119764388592,0.2919092043363385,0.35009813193205763,-0.005295795794035191,reputation,0.3
critical_infrastructure,sensitivity_reputation,nash,1.2246999626076853,0.34400172805774853,1.0436690442816587,1.242555567993567,0.3002070595855658,0.9815963351340182,0.0,86.47399255106514,0.19179761443542237,11.319555626758547,0.34002740518477836,0.3343159883827108,-0.005716427335113489,reputation,0.375
critical_infrastructure,sensitivity_reputation,nash,1.2412402148632316,0.32774312149323764,1.0567038457963158,1.2590221018429268,0.2819665861843832,0.9925114996358304,0.0,86.76736886362917,0.24036549194410467,12.820221661190192,0.38429948175544393,0.32017183982492115,-0.0060352316604700695,reputation,0.44999999999999996
critical_infrastructure,sensitivity_reputation,nash,1.25369142660101,0.3139860113307724,1.0657032721342705,1.2714242962520794,0.26659056311559004,0.9998700542561569,0.0,86.86135513006751,0.2899857913014077,14.148201672730684,0.42365214885123575,0.3050652009630731,-0.006285112498445461,reputation,0.525
critical_infrastructure,sensitivity_reputation,nash,1.2636272094346948,0.30213047862036413,1.0728125903014845,1.281317805291052,0.25336271075116734,1.0056189521141525,0.0,86.82298445708096,0.34054191058241523,15.369197800959615,0.4593998262437229,0.29042738220527464,-0.006489122697691946,reputation,0.6
critical_infrastructure,sensitivity_matching,nash,0.8157875188848805,0.5080265387026464,0.8426299011389303,0.8288722809823985,0.48903973279624535,0.8101099563880958,0.2857142857142857,68.63361947795318,0.0,2.4508355161048634,0.07296501602540809,0.45010642610326784,0.0019233395675882642,matching,0.0
critical_infrastructure,sensitivity_matching,nash,0.8563692752423665,0.5135879950331618,0.8504716935852382,0.8688598269128335,0.4939851248566951,0.8167706209204317,0.2857142857142857,70.42719731976014,0.06663941350725563,2.4362669957986065,0.07253269497388368,0.44997776072305906,0.001009539686248423,matching,0.075
critical_infrastructure,sensitivity_matching,nash,0.8921699040190679,0.5184577318202209,0.8574849798584091,0.9041152141093256,0.49831772290938675,0.8227254431223406,0.2857142857142857,71.94680775130206,0.13261673229361776,2.4241245425938995,0.07217237131625456,0.4498689888181173,0.00023823724492834375,matching,0.15
critical_infrastructure,sensitivity_matching,nash,0.923966926508569,0.522756173389511,0.8637886565990504,0.9354103786992378,0.5021441260278432,0.8280760029976757,0.2857142857142857,73.24857028562602,0.1980852659987658,2.413856406751695,0.07186767020363387,0.4497758994423324,-0.0004222757244743136,matching,0.22499999999999998
critical_infrastructure,sensitivity_matching,nash,0.9523836386264912,0.5265774009993394,0.8694811105247625,0.9633635086172243,0.5055475073422617,0.8329062663021343,0.2857142857142857,74.37436109670513,0.2631548996884364,2.4050644345644256,0.07160677542542487,0.44969537349859734,-0.0009947654448312637,matching,0.3
