scenario,perturbed_weight,multiplier,baseline_weight_value,tested_weight_value,Q_NE,Q_SO,free_riding_gap,under_provision_ratio,welfare_loss_ratio,free_riding_ratio_NE,maintenance_pressure_index_NE,social_optimum_valid,G_NE,G_SO,H_NE,H_SO,W_NE,W_SO,free_riding_ratio_SO,maintenance_pressure_index_SO,optimizer_method,warning,all_other_weights,weight_stock_benefit,weight_pressure_relief,weight_penalty_base,weight_penalty_gap,weight_threshold_push
critical_infrastructure,penalty_base,0.7,0.35,0.24499999999999997,3.0068541510669626,17.452696894237807,0.82771406795819,0.2720267625067333,0.14711840892708497,0.2571428571428571,0.31804588374316967,True,0.7374518866635845,1.013020601145939,0.31804588374316967,0.15375764611358983,66.02722802028036,77.41664108052665,0.0,0.15375764611358983,scipy.optimize.minimize (L-BFGS-B); social row reused because behavioral weights affect Nash response only,,held at baseline values,0.9,0.85,0.24499999999999997,2.8,0.1
critical_infrastructure,penalty_base,0.85,0.35,0.2975,3.0068541510669626,17.452696894237807,0.82771406795819,0.2720267625067333,0.14711840892708497,0.2571428571428571,0.31804588374316967,True,0.7374518866635845,1.013020601145939,0.31804588374316967,0.15375764611358983,66.02722802028036,77.41664108052665,0.0,0.15375764611358983,scipy.optimize.minimize (L-BFGS-B); social row reused because behavioral weights affect Nash response only,,held at baseline values,0.9,0.85,0.2975,2.8,0.1
critical_infrastructure,penalty_base,1.0,0.35,0.35,3.0068541510669626,17.452696894237807,0.82771406795819,0.2720267625067333,0.14711840892708497,0.2571428571428571,0.31804588374316967,True,0.7374518866635845,1.013020601145939,0.31804588374316967,0.15375764611358983,66.02722802028036,77.41664108052665,0.0,0.15375764611358983,scipy.optimize.minimize (L-BFGS-B); social row reused because behavioral weights affect Nash response only,,held at baseline values,0.9,0.85,0.35,2.8,0.1
critical_infrastructure,penalty_base,1.15,0.35,0.40249999999999997,3.0068541510669626,17.452696894237807,0.82771406795819,0.2720267625067333,0.14711840892708497,0.2571428571428571,0.31804588374316967,True,0.7374518866635845,1.013020601145939,0.31804588374316967,0.15375764611358983,66.02722802028036,77.41664108052665,0.0,0.15375764611358983,scipy.optimize.minimize (L-BFGS-B); social row reused because behavioral weights affect Nash response only,,held at baseline values,0.9,0.85,0.40249999999999997,2.8,0.1
critical_infrastructure,penalty_base,1.3,0.35,0.45499999999999996,3.0068541510669626,17.452696894237807,0.82771406795819,0.2720267625067333,0.14711840892708497,0.2571428571428571,0.31804588374316967,True,0.7374518866635845,1.013020601145939,0.31804588374316967,0.15375764611358983,66.02722802028036,77.41664108052665,0.0,0.15375764611358983,scipy.optimize.minimize (L-BFGS-B); social row reused because behavioral weights affect Nash response only,,held at baseline values,0.9,0.85,0.45499999999999996,2.8,0.1
critical_infrastructure,penalty_gap,0.7,2.8,1.9599999999999997,3.0068541510669626,17.452696894237807,0.82771406795819,0.2720267625067333,0.14711840892708497,0.2571428571428571,0.31804588374316967,True,0.7374518866635845,1.013020601145939,0.31804588374316967,0.15375764611358983,66.02722802028036,77.41664108052665,0.0,0.15375764611358983,scipy.optimize.minimize (L-BFGS-B); social row reused because behavioral weights affect Nash response only,,held at baseline values,0.9,0.85,0.35,1.9599999999999997,0.1
critical_infrastructure,penalty_gap,0.85,2.8,2.38,3.0068541510669626,17.452696894237807,0.82771406795819,0.2720267625067333,0.14711840892708497,0.2571428571428571,0.31804588374316967,True,0.7374518866635845,1.013020601145939,0.31804588374316967,0.15375764611358983,66.02722802028036,77.41664108052665,0.0,0.15375764611358983,scipy.optimize.minimize (L-BFGS-B); social row reused because behavioral weights affect Nash response only,,held at baseline values,0.9,0.85,0.35,2.38,0.1
critical_infrastructure,penalty_gap,1.0,2.8,2.8,3.0068541510669626,17.452696894237807,0.82771406795819,0.2720267625067333,0.14711840892708497,0.2571428571428571,0.31804588374316967,True,0.7374518866635845,1.013020601145939,0.31804588374316967,0.15375764611358983,66.02722802028036,77.41664108052665,0.0,0.15375764611358983,scipy.optimize.minimize (L-BFGS-B); social row reused because behavioral weights affect Nash response only,,held at baseline values,0.9,0.85,0.35,2.8,0.1
critical_infrastructure,penalty_gap,1.15,2.8,3.2199999999999998,3.0068541510669626,17.452696894237807,0.82771406795819,0.2720267625067333,0.14711840892708497,0.2571428571428571,0.31804588374316967,True,0.7374518866635845,1.013020601145939,0.31804588374316967,0.15375764611358983,66.02722802028036,77.41664108052665,0.0,0.15375764611358983,scipy.optimize.minimize (L-BFGS-B); social row reused because behavioral weights affect Nash response only,,held at baseline values,0.9,0.85,0.35,3.2199999999999998,0.1
critical_infrastructure,penalty_gap,1.3,2.8,3.6399999999999997,3.0068541510669626,17.452696894237807,0.82771406795819,0.2720267625067333,0.14711840892708497,0.2571428571428571,0.31804588374316967,True,0.7374518866635845,1.013020601145939,0.31804588374316967,0.15375764611358983,66.02722802028036,77.41664108052665,0.0,0.15375764611358983,scipy.optimize.minimize (L-BFGS-B); social row reused because behavioral weights affect Nash response only,,held at baseline values,0.9,0.85,0.35,3.6399999999999997,0.1
critical_infrastructure,threshold_push,0.7,0.1,0.06999999999999999,3.0068541510669626,17.452696894237807,0.82771406795819,0.2720267625067333,0.14711840892708497,0.2571428571428571,0.31804588374316967,True,0.7374518866635845,1.013020601145939,0.31804588374316967,0.15375764611358983,66.02722802028036,77.41664108052665,0.0,0.15375764611358983,scipy.optimize.minimize (L-BFGS-B); social row reused because behavioral weights affect Nash response only,,held at baseline values,0.9,0.85,0.35,2.8,0.06999999999999999
critical_infrastructure,threshold_push,0.85,0.1,0.085,3.0068541510669626,17.452696894237807,0.82771406795819,0.2720267625067333,0.14711840892708497,0.2571428571428571,0.31804588374316967,True,0.7374518866635845,1.013020601145939,0.31804588374316967,0.15375764611358983,66.02722802028036,77.41664108052665,0.0,0.15375764611358983,scipy.optimize.minimize (L-BFGS-B); social row reused because behavioral weights affect Nash response only,,held at baseline values,0.9,0.85,0.35,2.8,0.085
critical_infrastructure,threshold_push,1.0,0.1,0.1,3.0068541510669626,17.452696894237807,0.82771406795819,0.2720267625067333,0.14711840892708497,0.2571428571428571,0.31804588374316967,True,0.7374518866635845,1.013020601145939,0.31804588374316967,0.15375764611358983,66.02722802028036,77.41664108052665,0.0,0.15375764611358983,scipy.optimize.minimize (L-BFGS-B); social row reused because behavioral weights affect Nash response only,,held at baseline values,0.9,0.85,0.35,2.8,0.1
critical_infrastructure,threshold_push,1.15,0.1,0.11499999999999999,3.0068541510669626,17.452696894237807,0.82771406795819,0.2720267625067333,0.14711840892708497,0.2571428571428571,0.31804588374316967,True,0.7374518866635845,1.013020601145939,0.31804588374316967,0.15375764611358983,66.02722802028036,77.41664108052665,0.0,0.15375764611358983,scipy.optimize.minimize (L-BFGS-B); social row reused because behavioral weights affect Nash response only,,held at baseline values,0.9,0.85,0.35,2.8,0.11499999999999999
critical_infrastructure,threshold_push,1.3,0.1,0.13,3.0068541510669626,17.452696894237807,0.82771406795819,0.2720267625067333,0.14711840892708497,0.2571428571428571,0.31804588374316967,True,0.7374518866635845,1.013020601145939,0.31804588374316967,0.15375764611358983,66.02722802028036,77.41664108052665,0.0,0.15375764611358983,scipy.optimize.minimize (L-BFGS-B); social row reused because behavioral weights affect Nash response only,,held at baseline values,0.9,0.85,0.35,2.8,0.13
